USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
3339000,2018-08-26,191.0,1.55,1.24,0.28,1.48,50.73,2.05
3339000,2018-08-27,169.0,1.62,1.24,0.25,1.46,39.35,2.03
3339000,2018-08-28,148.0,1.65,1.24,0.22,1.48,36.59,2.07
3339000,2018-08-29,147.0,1.66,1.25,0.24,1.47,42.48,2.08
3339000,2018-08-30,129.0,1.68,1.24,0.25,1.45,50.64,2.14
3339000,2018-08-31,130.0,1.57,1.24,0.25,1.48,56.58,2.09
3339000,2018-09-01,122.0,1.61,1.23,0.24,1.46,43.03,2.02
3339000,2018-09-02,138.0,1.73,1.23,0.21,1.47,38.39,2.06
3339000,2018-09-03,130.0,1.68,1.24,0.22,1.5,37.75,2.1
3339000,2018-09-04,117.0,1.58,1.25,0.22,1.49,36.79,2.14
3339000,2018-09-05,109.0,1.13,1.0,0.18,1.0,22.0,1.0
3339000,2018-09-06,105.0,1.52,1.23,0.24,1.49,45.17,2.16
3339000,2018-09-07,1090.0,2.03,1.22,0.46,1.55,553.31,2.29
3339000,2018-09-08,4770.0,0.54,1.0,0.62,1.0,747.0,1.0
3339000,2018-09-09,4150.0,2.67,1.2,0.45,1.49,174.5,2.14
3339000,2018-09-10,2500.0,3.02,1.18,0.33,1.48,131.56,2.15
3339000,2018-09-11,1470.0,3.08,1.18,0.26,1.48,95.52,2.11
3339000,2018-09-12,1000.0,3.08,1.19,0.22,1.47,61.58,2.09
3339000,2018-09-13,739.0,3.04,1.19,0.2,1.45,44.93,2.12
3339000,2018-09-14,552.0,3.01,1.2,0.17,1.46,34.7,2.07
3339000,2018-09-15,461.0,2.99,1.2,0.16,1.48,28.03,2.09
3339000,2018-09-16,394.0,2.95,1.2,0.15,1.47,24.35,2.13
3339000,2018-09-17,343.0,2.8,1.21,0.16,1.48,25.15,2.13
3339000,2018-09-18,336.0,2.71,1.21,0.15,1.49,23.32,2.14
3339000,2018-09-19,329.0,2.46,1.21,0.14,1.48,20.06,2.15
3339000,2018-09-20,301.0,2.61,1.21,0.12,1.5,14.61,2.1
3339000,2018-09-21,319.0,2.42,1.21,0.13,1.5,16.28,2.15
3339000,2018-09-22,293.0,2.48,1.21,0.13,1.46,13.94,2.12
3339000,2018-09-23,253.0,2.44,1.22,0.13,1.46,14.17,2.16
3339000,2018-09-24,228.0,2.16,1.22,0.13,1.45,12.55,2.08
3339000,2018-09-25,268.0,1.96,1.23,0.26,1.46,62.84,2.05
3339000,2018-09-26,636.0,2.4,1.21,0.2,1.48,49.75,2.15
3339000,2018-09-27,714.0,2.89,1.21,0.23,1.46,53.48,2.1
3339000,2018-09-28,506.0,2.79,1.2,0.19,1.46,26.93,2.12
3339000,2018-09-29,397.0,2.72,1.21,0.16,1.47,16.76,2.08
3339000,2018-09-30,325.0,2.66,1.22,0.15,1.46,15.64,2.14
3339000,2018-10-01,287.0,2.58,1.22,0.15,1.49,16.46,2.11
3339000,2018-10-02,265.0,2.51,1.22,0.14,1.49,13.52,2.11
3339000,2018-10-03,249.0,2.44,1.22,0.13,1.49,11.34,2.03
3339000,2018-10-04,237.0,2.42,1.22,0.12,1.47,10.78,2.12
3339000,2018-10-05,654.0,2.37,1.22,0.21,1.49,60.92,2.1
3339000,2018-10-06,2580.0,2.76,1.21,0.45,1.49,134.15,2.17
3339000,2018-10-07,4880.0,3.03,1.2,0.38,1.51,157.88,2.28
3339000,2018-10-08,3110.0,3.22,1.2,0.29,1.58,118.35,2.26
3339000,2018-10-09,2160.0,3.56,1.0,0.27,1.0,48.0,1.0
3339000,2018-10-10,1620.0,3.26,1.19,0.21,1.48,47.92,2.16
3339000,2018-10-11,2000.0,3.28,1.18,0.2,1.47,53.93,2.1
3339000,2018-10-12,1440.0,3.22,1.19,0.2,1.47,46.32,2.16
3339000,2018-10-13,1170.0,3.33,1.19,0.19,1.48,35.83,2.1
3339000,2018-10-14,992.0,3.48,1.18,0.17,1.47,29.0,2.13
3339000,2018-10-15,919.0,3.47,1.18,0.17,1.47,28.28,2.15
3339000,2018-10-16,730.0,3.4,1.19,0.15,1.47,19.81,2.06
3339000,2018-10-17,649.0,3.42,1.19,0.14,1.47,16.45,2.13
3339000,2018-10-18,625.0,3.31,1.2,0.17,1.47,20.27,2.12
3339000,2018-10-19,531.0,3.31,1.19,0.15,1.47,14.68,2.12
3339000,2018-10-20,525.0,3.37,1.19,0.15,1.48,14.87,2.08
3339000,2018-10-21,409.0,3.47,1.18,0.12,1.47,8.7,2.12
3339000,2018-10-22,419.0,3.14,1.21,0.18,1.49,21.02,2.1
3339000,2018-10-23,482.0,3.21,1.2,0.16,1.49,15.94,2.11
3339000,2018-10-24,413.0,3.08,1.2,0.15,1.46,15.05,2.12
3339000,2018-10-25,330.0,2.91,1.2,0.16,1.48,15.0,2.13
3339000,2018-10-26,409.0,2.82,1.21,0.17,1.45,18.1,2.07
3339000,2018-10-27,427.0,2.99,1.21,0.15,1.47,14.49,2.06
3339000,2018-10-28,403.0,3.16,1.2,0.12,1.47,9.5,2.09
3339000,2018-10-29,332.0,2.97,1.2,0.13,1.47,10.26,2.11
3339000,2018-10-30,291.0,3.02,1.19,0.12,1.48,7.73,2.08
3339000,2018-10-31,414.0,2.76,1.21,0.15,1.46,13.19,2.08
3339000,2018-11-01,769.0,2.79,1.21,0.2,1.47,30.02,2.09
3339000,2018-11-02,4160.0,3.7,1.17,0.26,1.48,92.35,2.16
3339000,2018-11-03,3940.0,3.99,1.16,0.26,1.49,79.7,2.08
3339000,2018-11-04,2290.0,4.22,1.16,0.21,1.47,42.9,2.09
3339000,2018-11-05,1660.0,4.17,1.16,0.17,1.49,24.67,2.17
3339000,2018-11-06,2280.0,4.31,1.16,0.17,1.48,34.03,2.18
3339000,2018-11-07,1940.0,4.24,1.16,0.18,1.48,32.13,2.14
3339000,2018-11-08,1310.0,4.1,1.16,0.17,1.49,21.23,2.11
3339000,2018-11-09,1080.0,4.27,1.16,0.14,1.48,14.38,2.12
3339000,2018-11-10,1070.0,3.06,1.39,0.36,1.82,66.84,2.85
3339000,2018-11-11,1020.0,3.04,1.4,0.34,1.82,63.17,2.89
3339000,2018-11-12,914.0,2.97,1.39,0.32,1.8,56.72,2.89
3339000,2018-11-13,840.0,2.96,1.4,0.32,1.81,51.19,2.8
3339000,2018-11-14,757.0,4.33,1.16,0.13,1.47,7.15,2.18
3339000,2018-11-15,752.0,4.31,1.16,0.14,1.51,6.81,2.21
3339000,2018-11-16,750.0,4.37,1.16,0.12,1.49,6.54,2.17
3339000,2018-11-17,735.0,4.33,1.16,0.11,1.48,6.27,2.18
3339000,2018-11-18,749.0,2.95,1.4,0.31,1.82,43.78,2.85
3339000,2018-11-19,792.0,3.0,1.4,0.31,1.81,45.88,2.81
3339000,2018-11-20,848.0,4.25,1.16,0.12,1.45,9.68,2.15
3339000,2018-11-21,704.0,4.11,1.16,0.12,1.48,7.51,2.12
3339000,2018-11-22,707.0,4.18,1.16,0.11,1.48,7.24,2.17
3339000,2018-11-23,599.0,4.1,1.16,0.11,1.5,6.61,2.17
3339000,2018-11-24,719.0,4.11,1.16,0.11,1.5,8.76,2.13
3339000,2018-11-25,1070.0,4.18,1.16,0.12,1.5,14.12,2.09
3339000,2018-11-26,2790.0,4.03,1.17,0.36,1.48,169.64,2.13
3339000,2018-11-27,4240.0,4.17,1.0,0.45,1.0,195.0,1.0
3339000,2018-11-28,2620.0,4.82,1.15,0.45,1.47,134.77,2.08
3339000,2018-11-29,1760.0,4.86,1.15,0.26,1.48,48.43,2.04
3339000,2018-11-30,1380.0,3.56,1.38,0.35,1.77,64.95,2.82
3339000,2018-12-01,2010.0,4.53,1.16,0.29,1.48,106.15,2.15
3339000,2018-12-02,5830.0,4.46,1.16,0.48,1.48,305.12,2.1
3339000,2018-12-03,5310.0,4.68,1.15,0.53,1.48,248.24,2.13
3339000,2018-12-04,3320.0,4.95,1.15,0.42,1.47,139.48,2.09
3339000,2018-12-05,2350.0,4.95,1.15,0.34,1.48,87.32,2.12
3339000,2018-12-06,1930.0,5.05,1.15,0.28,1.48,55.61,2.09
3339000,2018-12-07,1500.0,4.99,1.15,0.25,1.56,32.74,2.22
3339000,2018-12-08,1400.0,4.99,1.16,0.24,1.57,28.23,2.21
3339000,2018-12-09,1170.0,4.99,1.16,0.21,1.56,20.11,2.19
3339000,2018-12-10,1100.0,5.61,1.0,0.13,1.0,16.0,1.0
3339000,2018-12-11,1030.0,5.04,1.15,0.2,1.5,11.8,2.19
3339000,2018-12-12,933.0,5.06,1.15,0.16,1.49,9.34,2.15
3339000,2018-12-13,970.0,5.07,1.14,0.16,1.51,11.37,2.12
3339000,2018-12-14,968.0,5.04,1.15,0.14,1.5,9.91,2.08
3339000,2018-12-15,1730.0,5.13,1.14,0.2,1.51,33.29,2.11
3339000,2018-12-16,1650.0,5.07,1.15,0.23,1.48,37.15,2.07
3339000,2018-12-17,1380.0,5.18,1.15,0.2,1.49,23.64,2.13
3339000,2018-12-18,1160.0,5.2,1.15,0.15,1.47,12.27,2.06
3339000,2018-12-19,1040.0,5.24,1.14,0.13,1.48,7.65,2.11
3339000,2018-12-20,1040.0,5.28,1.14,0.11,1.49,6.81,2.18
3339000,2018-12-21,1030.0,5.21,1.15,0.1,1.49,6.16,2.13
3339000,2018-12-22,922.0,5.04,1.15,0.09,1.5,5.15,2.16
3339000,2018-12-23,835.0,4.92,1.15,0.09,1.5,4.8,2.21
3339000,2018-12-24,748.0,4.73,1.16,0.1,1.5,4.1,2.17
3339000,2018-12-25,709.0,4.79,1.16,0.09,1.49,4.18,2.15
3339000,2018-12-26,684.0,4.7,1.16,0.1,1.5,3.94,2.17
3339000,2018-12-27,815.0,4.58,1.16,0.13,1.49,10.0,2.14
3339000,2018-12-28,2460.0,4.85,1.15,0.3,1.48,106.71,2.03
3339000,2018-12-29,2510.0,4.93,1.15,0.4,1.47,153.13,2.1
3339000,2018-12-30,1700.0,5.35,1.14,0.32,1.46,75.38,2.12
3339000,2018-12-31,4730.0,4.4,1.33,0.63,1.5,317.63,2.2
3339000,2019-01-01,12300.0,5.91,1.33,0.64,1.51,528.82,2.22
3339000,2019-01-02,10900.0,3.62,1.19,0.82,1.53,294.81,2.24
3339000,2019-01-03,7320.0,4.72,1.15,0.56,1.48,173.65,2.1
3339000,2019-01-04,4040.0,5.77,1.4,0.38,1.84,116.74,2.81
3339000,2019-01-05,2850.0,5.38,1.39,0.34,1.81,89.72,2.82
3339000,2019-01-06,2260.0,5.16,1.38,0.32,1.8,73.26,2.84
3339000,2019-01-07,1890.0,5.05,1.39,0.31,1.8,61.44,2.83
3339000,2019-01-08,1770.0,5.06,1.39,0.3,1.79,58.42,2.8
3339000,2019-01-09,1520.0,4.86,1.39,0.29,1.82,49.85,2.81
3339000,2019-01-10,1280.0,4.71,1.38,0.28,1.8,44.59,2.83
3339000,2019-01-11,1200.0,4.71,1.38,0.27,1.79,42.42,2.89
3339000,2019-01-12,1180.0,4.74,1.39,0.27,1.81,40.45,2.84
3339000,2019-01-13,1080.0,4.69,1.38,0.26,1.81,40.03,2.86
3339000,2019-01-14,983.0,4.65,1.4,0.26,1.82,34.49,2.83
3339000,2019-01-15,902.0,4.7,1.4,0.25,1.8,30.88,2.78
3339000,2019-01-16,885.0,4.6,1.4,0.24,1.82,29.66,2.79
3339000,2019-01-17,966.0,4.73,1.39,0.25,1.82,34.76,2.86
3339000,2019-01-18,1090.0,4.86,1.39,0.25,1.81,36.91,2.85
3339000,2019-01-19,1260.0,5.15,1.39,0.26,1.81,43.82,2.81
3339000,2019-01-20,1240.0,5.08,1.39,0.26,1.8,42.24,2.87
3339000,2019-01-21,981.0,4.85,1.39,0.24,1.82,34.45,2.84
3339000,2019-01-22,1010.0,5.01,1.4,0.24,1.81,34.69,2.78
3339000,2019-01-23,5230.0,7.11,1.39,0.34,1.83,140.89,2.81
3339000,2019-01-24,9060.0,7.98,1.4,0.4,1.83,235.06,2.83
3339000,2019-01-25,6870.0,7.74,1.39,0.37,1.84,174.66,2.81
3339000,2019-01-26,2910.0,6.38,1.39,0.29,1.8,84.03,2.85
3339000,2019-01-27,2230.0,6.15,1.39,0.28,1.82,73.76,2.89
3339000,2019-01-28,1750.0,5.84,1.39,0.26,1.77,53.71,2.73
3339000,2019-01-29,1700.0,5.94,1.4,0.26,1.79,54.73,2.83
3339000,2019-01-30,1400.0,5.69,1.39,0.25,1.79,44.03,2.75
3339000,2019-01-31,1330.0,5.62,1.38,0.25,1.8,42.5,2.82
3339000,2019-02-01,1270.0,5.65,1.4,0.24,1.81,41.48,2.77
3339000,2019-02-02,1220.0,5.62,1.38,0.24,1.82,39.24,2.77
3339000,2019-02-03,1950.0,6.25,1.4,0.26,1.8,59.87,2.78
3339000,2019-02-04,5980.0,8.01,1.4,0.34,1.83,164.52,2.84
3339000,2019-02-05,5840.0,7.98,1.39,0.33,1.84,154.71,2.83
3339000,2019-02-06,5060.0,7.81,1.38,0.31,1.8,135.97,2.79
3339000,2019-02-07,5690.0,8.12,1.39,0.31,1.79,159.01,2.82
3339000,2019-02-08,6860.0,8.43,1.39,0.34,1.84,180.04,2.8
3339000,2019-02-09,4420.0,7.73,1.39,0.3,1.8,122.39,2.8
3339000,2019-02-10,2290.0,6.86,1.39,0.26,1.82,72.93,2.83
3339000,2019-02-11,1830.0,6.52,1.39,0.24,1.8,59.65,2.8
3339000,2019-02-12,3510.0,7.61,1.39,0.28,1.8,101.94,2.83
3339000,2019-02-13,4930.0,8.13,1.38,0.3,1.8,140.0,2.83
3339000,2019-02-14,2720.0,7.27,1.39,0.27,1.82,83.92,2.88
3339000,2019-02-15,2880.0,4.42,1.16,0.3,1.48,69.25,2.11
3339000,2019-02-16,2480.0,4.12,1.17,0.43,1.48,100.84,2.1
3339000,2019-02-17,1710.0,4.07,1.16,0.37,1.5,58.61,2.14
3339000,2019-02-18,1360.0,4.52,1.15,0.26,1.49,34.74,2.16
3339000,2019-02-19,1130.0,4.66,1.15,0.23,1.49,28.4,2.07
3339000,2019-02-20,1090.0,4.78,1.15,0.2,1.48,29.25,2.11
3339000,2019-02-21,1520.0,4.93,1.14,0.2,1.48,38.59,2.09
3339000,2019-02-22,1580.0,5.01,1.14,0.23,1.47,58.05,2.12
3339000,2019-02-23,1440.0,4.76,1.14,0.22,1.5,47.99,2.08
3339000,2019-02-24,2280.0,4.89,1.14,0.28,1.48,110.52,2.05
3339000,2019-02-25,3320.0,4.83,1.0,0.56,1.0,449.0,1.0
3339000,2019-02-26,1880.0,4.83,1.15,0.62,1.47,284.53,2.08
3339000,2019-02-27,1460.0,5.08,1.14,0.32,1.46,86.71,2.06
3339000,2019-02-28,1250.0,6.68,1.39,0.2,1.81,46.42,2.85
3339000,2019-03-01,1110.0,5.23,1.14,0.18,1.46,28.18,2.11
3339000,2019-03-02,1030.0,5.27,1.14,0.15,1.48,20.44,2.06
3339000,2019-03-03,949.0,5.26,1.14,0.15,1.51,15.47,2.11
3339000,2019-03-04,778.0,5.19,1.14,0.22,1.5,14.24,2.35
3339000,2019-03-05,879.0,5.26,1.14,0.24,1.5,14.49,2.4
3339000,2019-03-06,810.0,5.24,1.14,0.23,1.5,15.43,2.32
3339000,2019-03-07,810.0,5.4,1.13,0.2,1.49,14.98,2.3
3339000,2019-03-08,763.0,5.4,1.13,0.11,1.54,11.99,2.21
3339000,2019-03-09,1060.0,4.93,1.14,0.43,1.47,158.11,2.11
3339000,2019-03-10,5980.0,4.0,1.0,1.48,1.0,1110.0,1.0
3339000,2019-03-11,5850.0,3.82,1.0,1.66,1.0,582.0,1.0
3339000,2019-03-12,3130.0,4.78,1.15,0.59,1.5,347.82,2.11
3339000,2019-03-13,2300.0,5.16,1.15,0.37,1.57,175.67,2.19
3339000,2019-03-14,3590.0,5.35,1.14,0.4,1.56,262.14,2.21
3339000,2019-03-15,4670.0,5.99,1.12,0.4,1.48,378.17,2.02
3339000,2019-03-16,3160.0,6.15,1.12,0.35,1.5,231.27,2.09
3339000,2019-03-17,2260.0,6.1,1.12,0.26,1.5,115.22,2.05
3339000,2019-03-18,1870.0,6.04,1.12,0.2,1.47,74.43,2.09
3339000,2019-03-19,1540.0,5.93,1.13,0.17,1.49,57.63,2.07
3339000,2019-03-20,1390.0,5.92,1.13,0.16,1.49,47.71,2.05
3339000,2019-03-21,1380.0,5.88,1.13,0.16,1.47,44.33,2.12
3339000,2019-03-22,1340.0,5.88,1.12,0.14,1.47,35.8,2.06
3339000,2019-03-23,1220.0,5.86,1.13,0.13,1.5,35.18,2.09
3339000,2019-03-24,1110.0,5.83,1.13,0.12,1.49,30.26,2.14
3339000,2019-03-25,1100.0,5.78,1.13,0.11,1.48,25.86,2.14
3339000,2019-03-26,1050.0,5.71,1.13,0.11,1.48,22.89,2.07
3339000,2019-03-27,976.0,5.53,1.13,0.1,1.49,22.05,2.13
3339000,2019-03-28,1040.0,5.36,1.14,0.1,1.5,25.77,2.09
3339000,2019-03-29,2400.0,5.4,1.13,0.22,1.48,179.72,2.12
3339000,2019-03-30,8240.0,4.57,1.0,0.56,1.0,852.0,1.0
3339000,2019-03-31,12800.0,4.84,1.14,0.54,1.5,662.07,2.13
3339000,2019-04-01,10400.0,5.42,1.13,0.47,1.51,447.51,2.15
3339000,2019-04-02,5810.0,6.06,1.12,0.31,1.47,288.52,2.06
3339000,2019-04-03,3390.0,6.21,1.12,0.25,1.49,183.98,2.0
3339000,2019-04-04,2500.0,6.2,1.12,0.2,1.48,125.81,2.03
3339000,2019-04-05,2080.0,6.11,1.12,0.18,1.47,93.3,2.0
3339000,2019-04-06,1790.0,6.09,1.12,0.15,1.46,77.14,2.1
3339000,2019-04-07,1610.0,6.11,1.12,0.13,1.47,56.89,2.08
3339000,2019-04-08,2100.0,5.74,1.13,0.19,1.47,150.81,2.06
3339000,2019-04-09,2140.0,6.13,1.12,0.14,1.49,80.96,2.06
3339000,2019-04-10,1720.0,5.93,1.12,0.12,1.48,47.64,2.09
3339000,2019-04-11,1480.0,5.9,1.13,0.1,1.48,40.16,2.09
3339000,2019-04-12,1930.0,5.7,1.12,0.13,1.47,81.82,2.08
3339000,2019-04-13,2190.0,5.88,1.12,0.13,1.49,82.01,2.12
3339000,2019-04-14,3150.0,5.47,1.13,0.23,1.47,286.3,2.07
3339000,2019-04-15,6670.0,5.56,1.13,0.37,1.47,591.14,2.07
3339000,2019-04-16,4710.0,6.22,1.12,0.31,1.43,340.66,2.03
3339000,2019-04-17,3010.0,6.53,1.12,0.21,1.49,162.25,2.1
3339000,2019-04-18,3270.0,6.28,1.12,0.19,1.47,159.52,2.09
3339000,2019-04-19,5600.0,6.37,1.12,0.25,1.48,296.77,2.06
3339000,2019-04-20,4400.0,6.42,1.11,0.27,1.44,291.37,2.07
3339000,2019-04-21,2890.0,6.68,1.12,0.19,1.48,129.15,2.05
3339000,2019-04-22,2130.0,6.73,1.11,0.15,1.46,82.42,2.13
3339000,2019-04-23,1820.0,6.64,1.11,0.13,1.48,55.95,2.11
3339000,2019-04-24,1540.0,6.47,1.12,0.12,1.46,45.14,2.08
3339000,2019-04-25,1490.0,6.43,1.11,0.13,1.46,51.18,2.1
3339000,2019-04-26,2340.0,6.32,1.12,0.15,1.48,98.63,2.13
3339000,2019-04-27,2290.0,6.37,1.11,0.15,1.47,87.72,2.12
3339000,2019-04-28,2130.0,6.22,1.11,0.15,1.47,82.02,2.08
3339000,2019-04-29,2120.0,6.29,1.12,0.15,1.46,89.28,2.1
3339000,2019-04-30,1830.0,5.9,1.0,0.07,1.0,21.0,1.0
3339000,2019-05-01,3430.0,5.82,1.12,0.32,1.48,534.03,2.11
3339000,2019-05-02,5360.0,4.64,1.15,0.49,1.47,788.59,2.12
3339000,2019-05-03,7300.0,4.63,1.0,0.42,1.0,314.0,1.0
3339000,2019-05-04,7050.0,4.92,1.0,0.52,1.0,499.0,1.0
3339000,2019-05-05,4500.0,5.56,1.13,0.31,1.49,301.48,2.04
3339000,2019-05-06,2560.0,6.2,1.11,0.22,1.48,166.52,2.05
3339000,2019-05-07,2070.0,6.3,1.12,0.17,1.48,109.4,2.05
3339000,2019-05-08,1640.0,6.25,1.12,0.14,1.47,77.07,2.07
3339000,2019-05-09,1730.0,6.31,1.12,0.13,1.49,65.78,2.1
3339000,2019-05-10,3780.0,4.84,1.14,0.44,1.47,704.7,2.13
3339000,2019-05-11,3160.0,5.31,1.14,0.37,1.46,402.73,2.07
3339000,2019-05-12,2090.0,6.11,1.12,0.22,1.46,153.36,2.1
3339000,2019-05-13,1770.0,6.35,1.12,0.16,1.47,87.33,2.11
3339000,2019-05-14,1540.0,6.37,1.12,0.13,1.47,60.15,2.13
3339000,2019-05-15,1330.0,6.32,1.12,0.12,1.49,47.55,2.1
3339000,2019-05-16,1550.0,5.65,1.0,0.62,1.0,1050.0,1.0
3339000,2019-05-17,2000.0,5.53,1.13,0.23,1.47,273.92,2.06
3339000,2019-05-18,1600.0,5.3,1.14,0.24,1.47,205.01,2.02
3339000,2019-05-19,1350.0,5.49,1.13,0.14,1.47,73.01,2.07
3339000,2019-05-20,1280.0,5.63,1.13,0.12,1.48,51.18,2.11
3339000,2019-05-21,1080.0,5.56,1.13,0.12,1.48,41.57,2.08
3339000,2019-05-22,1420.0,5.41,1.14,0.15,1.47,90.26,2.05
3339000,2019-05-23,2830.0,5.57,1.13,0.26,1.48,325.52,2.1
3339000,2019-05-24,3150.0,5.99,1.13,0.3,1.56,360.65,2.23
3339000,2019-05-25,2990.0,6.49,1.0,0.44,1.0,423.0,1.0
3339000,2019-05-26,3260.0,6.13,1.13,0.31,1.55,404.94,2.18
3339000,2019-05-27,4590.0,6.38,1.0,0.43,1.0,454.0,1.0
3339000,2019-05-28,2850.0,6.46,1.34,0.33,1.57,391.97,2.21
3339000,2019-05-29,3050.0,6.78,1.11,0.27,1.46,298.56,2.11
3339000,2019-05-30,3160.0,6.52,1.12,0.32,1.46,406.2,2.03
3339000,2019-05-31,2750.0,6.14,1.12,0.38,1.46,535.72,2.02
3339000,2019-06-01,2400.0,6.25,1.12,0.34,1.46,410.16,2.0
3339000,2019-06-02,1780.0,6.55,1.12,0.26,1.48,230.4,2.07
3339000,2019-06-03,1440.0,6.58,1.0,0.16,1.0,60.0,1.0
3339000,2019-06-04,1220.0,6.18,1.13,0.18,1.47,112.09,2.09
3339000,2019-06-05,1250.0,6.21,1.12,0.16,1.47,95.66,2.08
3339000,2019-06-06,1110.0,6.37,1.12,0.17,1.48,99.72,2.12
3339000,2019-06-07,982.0,6.38,1.11,0.14,1.47,65.78,2.08
3339000,2019-06-08,859.0,6.17,1.12,0.13,1.49,55.97,2.11
3339000,2019-06-09,1050.0,5.79,1.13,0.18,1.5,111.88,2.08
3339000,2019-06-10,957.0,5.64,1.13,0.16,1.47,90.36,2.13
3339000,2019-06-11,790.0,5.61,1.13,0.14,1.49,61.1,2.03
3339000,2019-06-12,773.0,5.54,1.13,0.14,1.48,54.09,2.03
3339000,2019-06-13,816.0,5.46,1.13,0.15,1.47,64.74,2.11
3339000,2019-06-14,763.0,5.57,1.14,0.15,1.46,59.33,2.06
3339000,2019-06-15,837.0,5.23,1.14,0.16,1.47,72.69,2.08
3339000,2019-06-16,1470.0,5.6,1.13,0.26,1.48,257.19,2.1
3339000,2019-06-17,1570.0,7.12,1.11,0.22,1.46,177.25,2.11
3339000,2019-06-18,1200.0,6.59,1.12,0.19,1.48,104.37,2.06
3339000,2019-06-19,1030.0,6.34,1.13,0.18,1.47,106.54,2.14
3339000,2019-06-20,1460.0,6.0,1.13,0.19,1.48,150.86,2.12
3339000,2019-06-21,2010.0,6.82,1.12,0.24,1.47,226.69,2.1
3339000,2019-06-22,1540.0,8.75,1.09,0.25,1.47,181.3,2.06
3339000,2019-06-23,1390.0,8.42,1.09,0.21,1.5,134.05,2.09
3339000,2019-06-24,1630.0,7.36,1.1,0.27,1.47,261.43,2.11
3339000,2019-06-25,1580.0,7.57,1.11,0.3,1.47,307.21,2.15
3339000,2019-06-26,1160.0,7.61,1.11,0.25,1.48,151.52,2.07
3339000,2019-06-27,876.0,7.26,1.11,0.18,1.48,90.75,2.11
3339000,2019-06-28,841.0,6.67,1.12,0.15,1.47,62.72,2.15
3339000,2019-06-29,745.0,6.08,1.13,0.17,1.47,81.4,2.11
3339000,2019-06-30,1950.0,5.04,1.15,0.18,1.48,126.35,2.1
3339000,2019-07-01,3940.0,7.44,1.0,0.6,1.0,831.0,1.0
3339000,2019-07-02,3230.0,7.19,1.11,0.39,1.47,294.96,2.09
3339000,2019-07-03,1710.0,7.8,1.1,0.25,1.48,128.84,2.14
3339000,2019-07-04,1470.0,7.17,1.11,0.21,1.47,91.37,2.04
3339000,2019-07-05,1370.0,6.8,1.12,0.19,1.48,95.97,2.13
3339000,2019-07-06,1670.0,5.62,1.14,0.29,1.51,186.65,2.12
3339000,2019-07-07,1330.0,6.2,1.13,0.22,1.48,83.62,2.07
3339000,2019-07-08,999.0,6.27,1.13,0.15,1.47,46.08,2.09
3339000,2019-07-09,868.0,5.71,1.14,0.13,1.48,28.73,2.16
3339000,2019-07-10,723.0,4.88,1.32,0.2,1.6,93.07,2.64
3339000,2019-07-11,689.0,4.68,1.3,0.23,1.62,111.36,2.71
3339000,2019-07-12,597.0,4.38,1.31,0.24,1.63,105.7,2.73
3339000,2019-07-13,519.0,4.13,1.3,0.25,1.63,97.82,2.69
3339000,2019-07-14,515.0,4.13,1.31,0.24,1.61,97.41,2.73
3339000,2019-07-15,411.0,3.55,1.38,0.19,1.83,72.4,2.84
3339000,2019-07-16,408.0,3.52,1.4,0.19,1.83,67.81,2.8
3339000,2019-07-17,459.0,3.62,1.4,0.19,1.79,80.34,2.8
3339000,2019-07-18,454.0,3.49,1.38,0.19,1.8,76.57,2.84
3339000,2019-07-19,367.0,3.32,1.39,0.19,1.83,63.58,2.77
3339000,2019-07-20,368.0,3.33,1.39,0.19,1.8,64.41,2.77
3339000,2019-07-21,280.0,3.13,1.39,0.18,1.83,50.64,2.85
3339000,2019-07-22,618.0,3.68,1.39,0.22,1.82,100.25,2.74
3339000,2019-07-23,526.0,3.09,1.19,0.14,1.49,30.13,2.12
3339000,2019-07-24,454.0,3.38,1.39,0.21,1.8,79.96,2.86
3339000,2019-07-25,253.0,2.94,1.39,0.19,1.83,45.75,2.83
3339000,2019-07-26,235.0,2.93,1.41,0.18,1.8,45.15,2.86
3339000,2019-07-27,225.0,2.85,1.4,0.18,1.82,42.34,2.8
3339000,2019-07-28,213.0,2.78,1.39,0.18,1.8,40.33,2.77
3339000,2019-07-29,205.0,2.74,1.39,0.18,1.82,38.53,2.74
3339000,2019-07-30,154.0,2.56,1.38,0.17,1.83,32.74,2.93
3339000,2019-07-31,145.0,2.5,1.4,0.17,1.82,27.86,2.77
3339000,2019-08-01,130.0,2.43,1.39,0.16,1.79,26.47,2.83
3339000,2019-08-02,121.0,2.41,1.39,0.16,1.81,26.31,2.9
3339000,2019-08-03,115.0,2.31,1.39,0.16,1.8,24.83,2.89
3339000,2019-08-04,109.0,2.26,1.39,0.16,1.8,22.46,2.78
3339000,2019-08-05,103.0,2.22,1.39,0.16,1.82,21.17,2.86
3339000,2019-08-06,99.4,2.21,1.39,0.16,1.8,21.66,2.85
3339000,2019-08-07,98.1,2.2,1.39,0.16,1.82,20.49,2.8
3339000,2019-08-08,93.1,2.14,1.39,0.16,1.81,19.53,2.82
3339000,2019-08-09,102.0,2.16,1.38,0.16,1.8,21.06,2.81
3339000,2019-08-10,100.0,2.14,1.4,0.17,1.81,21.3,2.84
3339000,2019-08-11,107.0,2.16,1.4,0.17,1.82,22.16,2.82
